Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Class,
0.17770100093325383,-1.4063174636718339,0.8745170741325226,-0.15032046027187207,0.2790838583451852,-1.2325403112202802,1.2019316695395432,-0.38611277608614164,-0.7346710936768595,-0.45767699298843306,0,
-1.3353443587101013,-0.08310557262869477,-0.6497652268482671,-0.32669621318636405,0.29156367668197275,-0.684491730612797,0.00878844263207182,1.0152208918143053,0.9559358223307622,1.0714759302545598,1,
0.3801978510059632,-1.5047203740310022,-1.2032008553891445,-1.0425776946705763,-1.690671627606452,0.4573242810867655,0.05786404742675647,0.10798392072522883,1.1835491025816047,-1.1097501278882742,0,
0.6105857452838231,0.7600559636896026,-1.042044412243103,-1.17223375343664,-0.9784995458666064,2.098221474546747,-0.2655926332624114,2.6068591631497697,-1.1646633485123947,0.32324718753356224,0,
0.5597904479310398,0.08243975293450329,-0.48720292119492714,0.46436986354657417,2.7552177437199017,-0.13808233466148176,0.6844504776364279,0.19340636718971696,-1.2039136489663802,-1.5475697941363111,0,
1.0807807255546218,-1.4575514994649306,-0.3519213178165091,-0.5505519317084877,-0.30561061415380336,0.5911361179239325,-0.4211988166129132,0.05969188057973627,0.22525668198359955,0.20394385751599503,0,
0.8339221545489041,-0.30920907704986345,-0.7699960661974573,0.31635832153614474,0.7309589763762161,-0.10697146985848006,0.9764313771980682,0.10618291944021628,0.629360633428892,0.1929896417729295,0,
0.4591800792284367,-0.7521564055905832,-1.2961166642498945,-0.8852486861242225,-0.6506598273683837,1.9422455947562995,-1.1321491407160067,-0.6378086928599359,-0.2990690852300549,1.6764549619146627,0,
-0.07016571145864703,0.31917451041918043,-0.4561208274741882,0.18106274277108234,-2.0903028988531567,-1.7472216669652556,-1.0989162547281939,-0.057836612377593744,0.6792938199823493,-1.5649738934417794,0,
-1.6609609335159914,1.3404504460231446,0.18142662011397137,1.3032780373160637,-0.1702582467959055,0.094621044669358,0.6874267551265042,1.1277880271116458,-0.7101366068373821,-0.6008871758538126,0,
